id,brand,car_model,type,desc,problem,datetime,status
569767,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国V,一汽大众探岳变速箱顿挫大灯发白亮度不足,"B19,H82,",2021-02-02,处理反馈
569766,东风日产,天籁,2013款 2.0L XL 舒适版,东风日产天籁发动机烧机油 车内异味,"A63,H185,",2021-02-02,处理反馈
569765,长安福特,蒙迪欧,2020款 EcoBoost 180 时尚型,长安福特蒙迪欧米其林轮胎有开裂现象,"F100,",2021-02-02,用户评分
569764,东风标致,标致207,2011款 1.4 手动 驭乐版 三厢,东风标致207后桥变形 4S店检测收费,"G83,K307,",2021-02-02,处理反馈
569762,广汽本田,雅阁,2021款 260TURBO 豪华·星空限量版,广汽本田雅阁售后事故维修无配件提供,"N318,",2021-02-02,处理反馈
569760,东风悦达起亚,凯绅,2017款 1.6T GLS,东风悦达起亚凯绅漆面开裂 大灯起雾,"H81,H88,",2021-02-02,处理反馈
569759,奇瑞汽车,瑞虎7,2020款 1.5T CVT 豪华型,奇瑞瑞虎7电瓶故障车辆无法启动,"H146,",2021-02-02,处理反馈
569754,北京现代,伊兰特,2021款 1.5L LUX 尊贵版,北京现代伊兰特售后事故维修导致玻璃受损,"J299,",2021-02-02,处理反馈
569753,北京现代,途胜,2015款 1.6T   双离合 两驱 智能型,北京现代途胜变速箱跳挡顿挫异响要求解决,"B33,B19,B27,",2021-02-02,处理反馈
569752,东风标致,标致308,2014款 乐享版 经典 1.6L 手动 优尚型,东风标致308方向盘上下晃动存在质量问题,"D80,D337,",2021-02-02,处理反馈
569751,东风本田,INSPIRE,2019款 260TURBO 精致版 国VI,东风本田INSPIRE方向盘左右力度不一致,"D156,",2021-02-02,厂家受理
569750,江淮汽车,嘉悦X4,2020款 1.5T 手动 超越型,江淮嘉悦X4新车一个月三次更换汽油泵,"H78,",2021-02-02,处理反馈
569748,东风标致,标致408,2014款 1.8L 自动 豪华版,东风标致408发动机烧机油严重影响使用,"A63,",2021-02-02,处理反馈
569743,一汽-大众,迈腾,2017款 330TSI DSG 豪华型,一汽大众迈腾变速箱处于紧急运行模式,"B84,B115,",2021-02-02,处理反馈
569740,福田汽车,欧马可,2007款 欧马可N BJ1049V8AD6-3,福田欧马可动力电池故障希望尽快处理,"H343,",2021-02-02,信息审核
569736,广汽本田,飞度,2014款 1.5L CVT LX舒适型,广汽本田飞度冷车启动困难希望处理,"A44,",2021-02-02,处理反馈
569735,江西五十铃,瑞迈,2020款 2.8T 经典 四驱 柴油 国VI 舒适型 加长版 JE493ZLQ6E,五十铃瑞迈经销商维修后刹车变硬希望解决,"E333,J300,",2021-02-02,信息审核
569730,一汽马自达,马自达CX-4,2018款 2.0L 自动 两驱 蓝天活力版 国VI,一汽马自达CX-4保险杠大灯处开裂严重,"H168,",2021-02-02,信息审核
569728,东风本田,本田CR-V,2021款 240TURBO CVT 两驱 都市版,东风本田CR-V机油增多中控台异响严重,"A339,H93,",2021-02-02,用户评分
569726,长安马自达,马自达3 昂克赛拉,2020款 2.0L 自动 质雅版,长安马自达昂克赛拉变速箱异响希望处理,"B33,",2021-02-02,用户评分
569723,东风日产,天籁,2020款 2.0T XL Upper AD1 智享领航版,日产天籁智联APP未显示车状态 与宣传不符,"M279,",2021-02-02,处理反馈
569721,东风日产,奇骏,2021款 2.5L XL ITS CVT 4WD 豪华纪念版,东风日产奇骏新车发动机与变速箱连接处漏油,"A12,B22,",2021-02-02,用户评分
569720,吉利汽车,远景X6,2020款 1.4T CVT 尊贵型,吉利远景刹车真空泵故障踏板踩不动,"E196,",2021-02-02,处理反馈
569718,东风雪铁龙,雪铁龙C4L,2015款 1.8L 自动 尊贵版,东风雪铁龙C4L发动机烧机油存在质量问题,"A63,",2021-02-02,处理反馈
569716,广汽三菱,奕歌,2018款 1.5T CVT 两驱 无畏版,广汽三菱奕歌保养券无法使用希望处理,"L313,",2021-02-02,厂家受理
569715,北京现代,北京现代ix25,2017款 1.6L 自动 智能型,北京现代ix25售后未解决发动机延迟启动,"A44,I295,",2021-02-02,处理反馈
569712,上汽大众斯柯达,昊锐,2012款 1.8TSI 手动 优雅版,上汽大众斯柯达昊锐车内有异味影响健康,"H185,",2021-02-02,处理反馈
569710,奇瑞汽车,艾瑞泽EX,2019款 1.5L 手动 青春版 国V,奇瑞艾瑞泽EX保养时维修人员将机油拿走,"I293,L314,",2021-02-02,用户评分
569708,北京奔驰,奔驰E级,2020款 改款 E 260 L,北京奔驰E级车辆内饰装饰木纹开裂,"H168,",2021-02-02,处理反馈
569706,东风雪铁龙,雪铁龙C4L,2013款 1.6THP 自动 劲智版,东风雪铁龙C4L发动机漏油 高压油泵故障,"A12,H78,",2021-02-02,处理反馈
569702,一汽-大众,宝来,2015款 1.6L 手动 舒适型 质惠版,一汽大众宝来车身生锈 发动机异响漏油,"A9,A12,B20,G204,H79,H209,",2021-02-02,处理反馈
569699,上汽集团,锐腾,2016款 2.0TGI TST 豪华版,上汽名爵锐腾变速箱异响维修后没有解决,"B33,",2021-02-02,处理反馈
569697,一汽-大众奥迪,奥迪Q5L,2020款 45 TFSI 尊享时尚型,一汽大众奥迪Q5L变速箱挂挡窜动 车内异响,"B19,H164,",2021-02-02,信息审核
569694,林肯（进口）,林肯MKZ,2018款 2.0T 尊悦版,林肯MKZ中控黑屏无法使用希望处理,"H134,",2021-02-02,信息审核
569693,一汽-大众奥迪,奥迪A4L,2017款 2.0T 双离合 风尚型,一汽大众奥迪A4L水泵漏水要求解决,"A37,",2021-02-02,信息审核
569690,吉利汽车,缤越,2019款 260T DCT 骑士 国VI,吉利缤越低转速再加速时方向盘抖动,"D80,",2021-02-02,用户评分
569688,北京现代,北京现代ix35,2013款 2.0L 自动 两驱 智能型GLS 国IV,北京现代ix35发动机有严重拉缸现象,"A329,",2021-02-02,处理反馈
569686,一汽-大众,迈腾,2017款 330TSI DSG 豪华型,一汽大众迈腾变速箱紧急运行故障,"B96,",2021-02-02,处理反馈
569679,一汽-大众,探岳X,2020款 330TSI 两驱 尊贵智联版,一汽大众探岳X轮毂断裂要求尽快处理,"H168,H243,",2021-02-02,信息审核
569678,广汽本田,飞度,2014款 1.5L CVT LX舒适型,广汽本田飞度车身生锈 底盘生锈,"H79,",2021-02-02,处理反馈
569677,东风日产,逍客,2017款 2.0L CVT 智享版 国V,东风日产逍客车身方向盘共振抖动厂家不解决,"D80,H268,",2021-02-02,处理反馈
569676,东风雪铁龙,雪铁龙C4L,2013款 1.6THP 自动 劲智版,雪铁龙C4L发动机机油异常损耗 机油报警,"A34,A63,",2021-02-02,厂家受理
569672,雷克萨斯,雷克萨斯RX,2016款 200t 两驱精英版,雷克萨斯RX下摆臂胶套漏油开裂存在质量问题,"G210,G161,",2021-02-02,厂家受理
569669,一汽-大众奥迪,奥迪Q5,2017款 Plus 40 TFSI 技术型,一汽大众奥迪Q5天窗异响希望尽快处理,"H89,",2021-02-02,信息审核
569668,上汽集团,名爵5,2021款 180DVVT CVT 青春豪华版,上汽名爵5正常行驶下车子连续强窜动,"B19,",2021-02-02,处理反馈
569663,广汽丰田,YARiS L 致享,2017款 1.5E CVT 魅动版,广汽丰田致享起步时发动机异响明显,"A9,",2021-02-02,信息审核
569662,比亚迪,比亚迪G5,2014款 1.5TID 自动 旗舰型,比亚迪G5车内异味 方向盘沉重 车内异响,"B33,D156,H185,H164,",2021-02-02,用户评分
569660,广汽本田,雅阁,2018款 260TURBO 精英版 国VI,广汽本田雅阁中控与遮阳板异响希望处理,"H93,H164,",2021-02-02,处理反馈
569659,一汽丰田,亚洲龙,2019款 双擎 2.5L XLE 尊贵版 国Ⅵ,一汽丰田亚洲龙机油增多存在有质量问题,"A339,",2021-02-02,信息审核
569656,一汽-大众奥迪,奥迪A4L,2019款 40 TFSI 时尚型 国VI,一汽大众奥迪A4L发动机转向制动变速箱报警,"A9,A34,B96,D291,E62,",2021-02-02,信息审核
569655,东风日产,奇骏,2019款 2.0L CVT 舒适版 5座 2WD,东风日产奇骏行驶时车载蓝牙卡顿声音模糊,"H155,",2021-02-02,处理反馈
569651,沃尔沃（进口）,沃尔沃XC90,2021款 B6 智雅豪华版 7座,沃尔沃XC90行驶发动机动力消失无法启动,"A44,A255,J301,",2021-02-02,信息审核
569650,广汽本田,雅阁,2018款 260TURBO 豪华版 国VI,广汽本田雅阁转向卡滞更新系统无法解决,"D123,D156,O348,",2021-02-02,处理反馈
569647,一汽-大众,速腾,2014款 1.4TSI 自动 豪华型,一汽大众速腾变速箱机电单元故障,"B115,",2021-02-02,用户评分
569646,东风日产,天籁,2021款 2.0L XL Upper AD1 智行领航版,东风日产天籁加满油后油箱有异响,"H147,",2021-02-02,处理反馈
569644,广汽本田,飞度,2014款 1.5L CVT SE时尚型,广汽本田飞度发动机冷车启动异响,"A9,",2021-02-02,处理反馈
569641,长安马自达,马自达CX-5,2020款 改款 2.0L 自动 两驱 智慧型,长安马自达CX-5行驶时跑偏车内各种异响,"G117,H164,",2021-02-02,处理反馈
569638,北京奔驰,奔驰A级,2020款 改款 A 180 L,北京奔驰A级发动机熄火 故障灯全亮,"A34,A14,",2021-02-02,处理反馈
569637,Jeep（进口）,大切诺基（进口）,2014款 3.6L 精英导航版 5座,进口Jeep大切诺基定期更换机油后出现异响,"J300,",2021-02-02,厂家受理
569636,一汽-大众捷达,捷达VS5,2019款 280TSI 自动 悦享型,一汽大众捷达VS5全景影像漏电导致电瓶亏电,"N317,",2021-02-02,处理反馈
569635,东风日产,楼兰,2019款 2.5 S/C HEV XE 四驱 混动 智联尊尚版 国V,东风日产楼兰后车轮吃胎无法修复,"G245,",2021-02-02,处理反馈
569633,北京现代,途胜,2019款 280TGDi 双离合 两驱 时尚版 国VI,北京现代途胜更换变速箱总成要求给予赔偿,"B77,B27,L310,",2021-02-02,处理反馈
569632,一汽-大众,速腾,2019款 280TSI DSG 舒适型 国VI,大众速腾4S店维修技术差 发动机异响漏油,"A9,A12,A44,B95,B69,J298,J303,",2021-02-02,用户评分
569630,一汽奔腾,奔腾X40,2019款 1.6L 自动 豪华型 国VI,一汽奔腾X40发动机故障灯亮要求免费维修,"A34,A136,",2021-02-02,处理反馈
569629,广汽丰田,凯美瑞,2019款 2.0G 豪华版 国VI,广汽丰田凯美瑞车门防撞梁生锈 天窗异响 ,"H79,H89,I295,",2021-02-02,信息审核
569625,北京现代,名图,2019款 1.8L 自动 智能型GLS 纪念款 国VI,北京现代名图后视镜折叠故障车内异响,"H164,H211,",2021-02-02,处理反馈
569624,一汽-大众奥迪,奥迪Q5L,2020款 改款 40 TFSI 荣享时尚型,一汽大众奥迪Q5L后排座椅下部网关进水,"H109,Q322,",2021-02-02,信息审核
569623,长安福特,蒙迪欧新能源,2018款 2.0 PHEV 智尊旗舰型,长安福特蒙迪欧新能源索赔方向盘材质差,"N317,",2021-02-02,用户评分
569620,一汽-大众奥迪,奥迪Q5L,2020款 45 TFSI 尊享时尚型,一汽大众奥迪Q5L启动时变速箱挂挡不走,"B334,",2021-02-02,信息审核
569619,一汽-大众,迈腾,2017款 330TSI DSG 豪华型,大众迈腾变速箱机电单元故障 无法换挡,"B20,B96,B115,",2021-02-02,用户评分
569618,广汽本田,飞度,2018款 1.5L 手动 舒适版,广汽本田飞度冷启动VTEC执行器异响,"A9,",2021-02-02,处理反馈
569617,上汽大众,朗逸,2018款 1.5L 自动 舒适版 经典 国VI,上汽大众朗逸电瓶亏电厂家未给出解决方案,"H146,",2021-02-02,处理反馈
569616,华晨中华,中华V7,2018款 280T DCT 豪华型 5座,华晨中华V7发动机烧机油希望尽快处理,"A63,",2021-02-02,信息审核
569614,上汽大众,途昂,2020款 380TSI 四驱 豪华版 国V,上汽大众途昂发动机熄火 底盘异响,"A14,G56,",2021-02-02,处理反馈
569613,东南汽车,V3菱悦,2008款 1.5 手动 豪华版,东南V3菱悦手刹缺陷厂家未召回处理,"E159,L314,",2021-02-02,处理反馈
569612,长安福特,翼虎,2013款 2.0T 四驱尊贵型,长安福特翼虎油箱有缺陷导致加不满油,"H271,Q322,",2021-02-02,用户评分
569611,吉利汽车,帝豪GS,2018款 1.8L 自动 优雅版 领尚型,吉利帝豪GS变速箱异响 坡道起步动力消失,"A255,B33,",2021-02-02,处理反馈
569608,广汽丰田,YARiS L 致享,2017款 1.5E CVT 魅动版,广汽丰田致享冷车启动异响 变速箱行驶异响,"A9,B33,",2021-02-02,信息审核
569606,长城汽车,哈弗H2,2016款 1.5T 手动 两驱精英型,哈弗H2打方向沉重  方向盘抖动 车辆异响,"D80,D156,G117,H15,",2021-02-02,处理反馈
569604,东风本田,INSPIRE,2019款 260TURBO 精致版 国VI,东风本田INSPIRE中控台异响售后服务态度差,"H93,I293,",2021-02-02,处理反馈
569600,一汽-大众,探岳,2020款 330TSI 两驱 豪华智联版,一汽大众探岳发动机油耗升高 自动启停失效,"A85,H263,",2021-02-02,处理反馈
569599,上汽大众,凌渡,2019款 280TSI DSG 舒适版 国V,上汽大众凌渡经销商出售库存车要求处理,"M283,",2021-02-02,用户评分
569595,长城汽车,哈弗M6,2018款 1.5T DCT 两驱 精英型,哈弗M6车身出现生锈厂家不处理问题,"H79,",2021-02-02,处理反馈
569594,江铃集团新能源,江铃E200L,2017款 E200P 标准版,江铃新能源E200L充电机故障无配件维修,"H340,N318,",2021-02-02,用户评分
569593,奇瑞汽车,瑞虎8 PLUS,2021款 290TGDI DCT 豪享版,奇瑞瑞虎8PLUS智云系统故障置换补贴未兑现,"H155,H119,L313,",2021-02-02,处理反馈
569590,一汽丰田,卡罗拉,2019款 1.2T S-CVT GL-i精英版,一汽丰田卡罗拉电瓶亏电 变速器顿挫异响,"B33,B19,H146,",2021-02-02,信息审核
569581,一汽丰田,RAV4荣放,2016款 2.0L CVT 两驱 风尚版 国V,一汽丰田RAV4荣放后尾灯灯罩开裂进水,"H88,H220,I295,",2021-02-02,信息审核
569579,广汽本田,飞度,2014款 1.5L CVT LX舒适型,广汽本田飞度发动机启动困难起动机故障,"A44,",2021-02-02,处理反馈
569577,东风日产,逍客,2017款 2.0L CVT 智享版 国V,东风日产逍客变速箱阀体故障无法加速,"B334,B84,",2021-02-02,用户评分
569576,一汽-大众,高尔夫,2016款 1.6L  自动 舒适型,一汽大众高尔夫变速器微动开关故障报警,"B96,B184,",2021-02-02,处理反馈
569575,东风标致,标致207,2010款 1.4L 手动 ETEC 驭乐版 三厢,东风标致207左后轮倾斜行驶抖动异响,"E269,E239,G125,G162,",2021-02-02,处理反馈
569573,奇瑞汽车,捷途X70 PLUS,2021款 1.5T 手动 林 5座,捷途X70 PLUS大灯不亮 360影像模糊,"H134,H82,",2021-02-02,处理反馈
569572,一汽奔腾,奔腾B30,2016款 1.6L 自动 豪华型,一汽奔腾B30转向卡滞厂家不予索赔,"D123,I297,",2021-02-01,处理反馈
569571,奇瑞汽车,捷途X90,2020款 1.6T DCT 影御版 5座,捷途X90车辆置换补贴未兑现希望处理,"L313,",2021-02-01,用户评分
569567,上汽大众斯柯达,柯珞克,2019款 TSI280 智行豪华版 国V,斯柯达柯珞克购车置换补贴厂家一直不提供,"L313,",2021-02-01,处理反馈
569566,上汽大众斯柯达,速派,2016款 TSI330 DSG 智行版,斯柯达速派变速箱机电控制单元有质量问题,"B84,B115,",2021-02-01,处理反馈
569564,东风日产,天籁,2020款 2.0T XL Upper AD1 智享领航版,东风日产天籁互联功能无法使用 油箱异响,"H155,H147,",2021-02-01,处理反馈
569562,吉利新能源,帝豪GSe,2018款 臻尚型,吉利帝豪GSe方向机异响 充电机慢充故障,"D59,D265,H340,",2021-02-01,用户评分
569561,广汽丰田,凯美瑞,2019款 2.0G 豪华版 国VI,广汽丰田凯美瑞普利司通轮胎爆胎,"F130,",2021-02-01,信息审核
569558,广汽丰田,雷凌,2021款 185T CVT 豪华版,广汽丰田雷凌变速箱顿挫异响发动机缸盖腐蚀,"A136,B33,B19,",2021-02-01,信息审核
569556,北京奔驰,奔驰GLC,2018款 GLC 200 4MATIC 改款,奔驰GLC低速行驶和倒车时踩刹车异响,"E43,",2021-02-01,厂家受理
569555,一汽-大众,宝来,2018款 1.5L 自动 舒适型,一汽大众宝来倒车时刹车异响希望厂家处理,"E43,",2021-02-01,处理反馈
569553,长安汽车,逸动,2020款 PLUS 1.6L GDI 手动 精英型,长安逸动行驶时挡位失灵 无法换挡,"B20,",2021-02-01,处理反馈
569552,东风本田,INSPIRE,2019款 260TURBO 精致版 国VI,东风本田INSPIRE刹车抖动 后轮吃胎偏磨,"E111,G245,",2021-02-01,处理反馈
569550,猎豹汽车,猎豹CS9,2017款 1.5L CVT 风尚型,猎豹CS9行驶时水箱温度高 冷却系统故障,"A191,",2021-02-01,信息审核
569548,东南汽车,东南DX5,2021款 1.5T CVT 尊贵型,东南DX54S店销售库存车要求办理退车,"M283,",2021-02-01,处理反馈
569547,一汽-大众,捷达,2012款 1.6 手动 典藏版,一汽大众捷达全车车身生锈 车体腐烂,"H79,",2021-02-01,处理反馈
569543,长安汽车,长安CS55,2018款 1.5T 自动 炫色型 国V,长安CS55发动机抖动 缸压不足 加速无力,"A24,A178,",2021-02-01,用户评分
569539,观致汽车,观致5,2019款 观致5S 1.6T GDI 尊贵型,观致5前后轮磨损严重厂家拖延不处理,"G245,",2021-02-01,信息审核
569536,东风标致,标致408,2015款 1.2T 自动 豪华版,东风标致408大修发动机后烧机油,"A63,",2021-02-01,厂家受理
569535,广汽本田,飞度,2014款 1.5L CVT LX舒适型,广汽本田飞度发动机冬天启动异响,"A9,",2021-02-01,处理反馈
569533,上汽大众斯柯达,速派,2018款 TSI330 DSG 舒适版 国V,斯柯达速派怠速抖动多次维修未解决,"A24,J298,",2021-02-01,处理反馈
569531,长安汽车,长安CS55,2017款 1.5T 自动 炫色型,长安CS55优科豪马轮胎有起皮掉块的现象,"F186,",2021-02-01,处理反馈
569529,东风日产,骐达TIIDA,2016款 1.6L CVT 智行版,东风日产骐达发动机爆震车内抖动维修未解决,"A9,A18,H268,",2021-02-01,处理反馈
569520,东风日产,轩逸,2020款 改款 1.6L XE CVT 舒享版,东风日产轩逸发动机渗油希望厂家处理问题,"A12,",2021-02-01,处理反馈
569519,小鹏汽车,小鹏汽车P7,2020款 后驱 超长续航 智尊版,小鹏P7雷达传感器故障导致不能使用,"H289,",2021-02-01,信息审核
569518,一汽-大众,迈腾,2018款 330TSI DSG 豪华型,一汽大众迈腾变速箱机电单元故障 刹车抖动,"B115,E111,",2021-02-01,处理反馈
569515,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳加速变速箱抖动异响希望处理,"B33,B95,",2021-02-01,处理反馈
569514,东风日产,逍客,2017款 2.0L CVT 智享版 国V,东风日产逍客变速箱和发动机连接处漏油,"A12,B22,",2021-02-01,用户评分
569513,长安福特,蒙迪欧,2013款 1.5T 自动 GTDi180时尚型,长安福特蒙迪欧三元催化器反复故障希望处理,"H54,",2021-02-01,处理反馈
569512,东风日产,轩逸,2019款 1.6XV CVT 智联尊享版 国VI,东风日产轩逸低速轻踩油门变速箱异响,"B33,",2021-02-01,处理反馈
569507,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,大众探岳车内装饰条异响 玻璃异响,"H72,H164,",2021-02-01,处理反馈
569504,北京现代,途胜,2015款 1.6T   双离合 两驱 智能型,现代途胜行驶时车辆抖动 发动机故障灯亮,"A24,A34,",2021-02-01,处理反馈
569503,广汽丰田,雷凌,2021款 185T CVT 运动版,广汽丰田雷凌后保险杠左后轮毂无配件,"I282,N318,",2021-02-01,信息审核
569496,上汽大众,辉昂,2021款 380TSI 豪华版,大众辉昂雨刮器异响 冷车起步异响,"B33,E43,H15,H60,",2021-02-01,处理反馈
569490,一汽-大众,宝来,2021款 1.5L 自动 精英智联版,一汽大众宝来新车故障灯亮 大灯不亮,"A34,H82,I295,",2021-02-01,处理反馈
569489,东风日产,天籁,2019款 2.0L XL Upper 智行版,东风日产天籁智联app无法使用 与宣传不符,"H155,M279,",2021-02-01,处理反馈
569486,一汽丰田,卡罗拉,2014款 1.6L CVT GL-i,一汽丰田卡罗拉变速箱阀体故障 故障灯亮,"B96,B115,",2021-02-01,信息审核
569482,北京现代,悦纳,2016款 1.4L 手动 炫酷版 GLS,现代悦纳曲轴螺丝断裂 皮带轮飞落 漏密封油,"A12,A129,",2021-02-01,用户评分
569481,吉利汽车,嘉际,2019款 1.8TD 自动 舒享型,吉利嘉际4S店未按时返还旅游基金,"L313,",2021-02-01,用户评分
569479,东风本田,本田CR-V,2021款 锐·混动 2.0L 两驱 净速版,本田CR-V行驶时变速箱漏油 报故障码,"B22,B96,",2021-02-01,处理反馈
569476,东风日产,轩逸,2020款 改款 1.6L XL CVT 悦享版,东风日产轩逸行驶时转向晃动 刹车异响,"D337,E43,",2021-02-01,处理反馈
569474,一汽丰田,卡罗拉,2017款 1.2T S-CVT GL-i 改款,一汽丰田卡罗拉中控台开裂更换未解决,"H176,",2021-02-01,信息审核
569473,奇瑞汽车,艾瑞泽5,2017款 1.5L 手动 豪华版,奇瑞艾瑞泽5智能车机系统无法使用,"H155,",2021-02-01,厂家受理
569469,北京奔驰,奔驰E级,2019款 E 300 L 时尚型,北京奔驰E级召回更换转向机回位严重不正,"D154,",2021-02-01,处理反馈
569465,东风雪铁龙,雪铁龙C4L,2014款 1.6THP 自动 车载互联劲智型,东风雪铁龙C4L发动机动力消失报警抖动,"A12,A24,A34,A255,",2021-02-01,处理反馈
569463,东风本田,本田CR-V,2019款 240TURBO CVT 两驱 风尚版 国VI,东风本田CR-V发动机机油增多请厂家解决,"A339,",2021-02-01,处理反馈
569461,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳大灯发白影响夜晚驾驶,"H82,",2021-02-01,处理反馈
569460,东风日产,天籁,2020款 改款 2.0L XL 舒适版,东风日产天籁汽油箱异响一直推诿未处理,"H147,I295,I281,",2021-02-01,处理反馈
569459,捷豹,捷豹F-PACE,2020款 2.0T 赛旗版,捷豹F-PACE前杠掉漆 水箱框架开裂,"H81,H168,M284,",2021-02-01,用户评分
569457,长安汽车,长安CS35,2017款 1.6L 自动 豪华型,长安CS35车辆行驶时突然出现自燃,"H40,",2021-02-01,处理反馈
569455,吉利汽车,远景X6,2016款 1.8L 手动 豪华型,吉利远景X6座椅生锈 转向十字轴生锈,"H79,",2021-02-01,处理反馈
569454,东风雪铁龙,C4世嘉,2016款 1.6L 手动 豪华型,东风雪铁龙C4世嘉转向柱轴承损坏方向盘晃动,"D337,",2021-02-01,处理反馈
569453,奇瑞汽车,捷途X90,2020款 1.5T DCT 影智版 5座,捷途X90右后门变形导致玻璃升降受阻,"H209,",2021-02-01,处理反馈
569449,广汽丰田,雷凌,2017款 1.8H GS CVT 精英天窗版 国VI 改款 双擎,广汽丰田雷凌变速箱异响经销商不予索赔,"B33,I297,",2021-02-01,信息审核
569447,沃尔沃亚太,沃尔沃S90,2021款 B5 智远豪华版,亚太沃尔沃S90蓄电池充电系统故障,"H340,",2021-02-01,信息审核
569445,上汽大众,途观L,2021款 330TSI 自动 两驱 R-Line越享版,上汽大众途观L自动启停失灵发动机油耗高,"A85,B33,D80,H263,",2021-02-01,处理反馈
569444,江淮汽车,瑞风M3,2018款 1.6L 速运版 7座,江淮瑞风M3发动机活塞断裂顶缸希望处理,"A136,",2021-02-01,用户评分
569437,一汽奔腾,奔腾B30,2016款 1.6L 自动 十周年纪念版,一汽奔腾B30车速在60迈左右时方向卡滞,"D123,",2021-02-01,处理反馈
569434,一汽丰田,RAV4荣放,2016款 2.0L CVT 两驱 智尚版 国V,一汽丰田RAV4荣放前雾灯不亮希望给予解决,"H82,",2021-02-01,信息审核
569433,BEIJING汽车,BEIJING-EU5,2020款 R500 智风版,BEIJING-EU5动力电池故障希望尽快处理,"H343,",2021-02-01,用户评分
569428,理想,理想ONE,2020款 增程6座版,理想ONE销售宣传续航里程与实际不符,"M279,",2021-02-01,信息审核
569426,一汽丰田,RAV4荣放,2016款 2.0L CVT 两驱 都市版 国V,一汽丰田RAV4荣放车身生锈 漆面起泡,"H79,H81,",2021-02-01,信息审核
569424,东风标致,标致408,2016款 1.6T 自动 豪华版,东风标致408电源管理模块故障要求免费维修,"H146,",2021-02-01,用户评分
569420,东风日产,轩逸,2021款 经典 1.6 XE 手动 舒适版,东风日产轩逸变速箱异响希望厂家处理,"B33,",2021-02-01,用户评分
569419,北京奔驰,奔驰GLC,2021款 GLC 300 L 4MATIC 动感型,北京奔驰GLC发动机启停功能故障 刹车抖动,"E43,E111,H263,",2021-02-01,处理反馈
569418,奇瑞汽车,瑞虎8,2019款 1.6TGDI 自动 时尚型,奇瑞瑞虎8行驶过程中发动机突然熄火,"A14,",2021-02-01,用户评分
569416,东风本田,INSPIRE,2019款 锐·混动 2.0L 净越版 国V,东风本田INSPIRE智导互联系统不更新,"H21,O348,",2021-02-01,用户评分
569415,广汽本田,雅阁,2018款 260TURBO 精英版 国V,广汽本田雅阁后轮吃胎偏磨希望处理,"G245,",2021-02-01,处理反馈
569414,广汽菲克菲亚特,致悦,2014款 1.4T 自动 舒适型,菲亚特致悦行驶时变速箱失去动力,"B334,",2021-02-01,厂家受理
569407,上汽大众斯柯达,柯迪亚克,2018款 TSI330 两驱 舒适版 5座,斯柯达柯迪亚克变速箱故障报警 无法加速,"B20,B96,B334,",2021-02-01,用户评分
569405,东风日产,骐达TIIDA,2020款 1.6L CVT 智行版,日产骐达售后维修技术差导致故障加重,"H147,J303,",2021-02-01,用户评分
569398,吉利汽车,帝豪GL,2018款 1.8L 自动 精英智联型,吉利帝豪GL变速器漏油经销商不解决问题,"B22,I295,",2021-02-01,用户评分
569396,一汽丰田,卡罗拉,2016款 1.6L CVT  GL-i炫酷版,一汽丰田卡罗拉4S店以原厂名义换副厂配件,"N319,",2021-02-01,信息审核
569392,东风风行,景逸X5,2017款 1.6L 手动 豪华型,东风风行景逸X5离合器异响 发动机异响,"A9,C65,",2021-02-01,用户评分
569391,广汽本田,飞度,2014款 1.5L CVT SE时尚型,广汽本田飞度起动发动机时存在打齿异响,"A9,",2021-02-01,处理反馈
569390,广汽丰田,凯美瑞,2015款 2.0G 自动 领先版,广汽丰田凯美瑞左右半轴防尘套漏油,"G161,",2021-02-01,信息审核
569389,华晨宝马,宝马3系,2016款 320Li 豪华设计套装,华晨宝马3系方向盘喇叭及功能键经常失灵	,"H151,H71,",2021-02-01,厂家受理
569388,东风标致,标致408,2015款 1.2T 自动 豪华版,东风标致408发动机报警 加速无力,"A34,A163,",2021-02-01,处理反馈
569387,北京现代,名图,2019款 1.8L 自动 智能型GLS 纪念款 国VI,北京现代名图司机座椅塌陷要求解决,"H169,",2021-02-01,用户评分
569384,吉利汽车,缤瑞,2018款 200T DCT 缤耀版,吉利缤瑞更换使用非原厂配件 无维修记录,"J299,N319,",2021-02-01,处理反馈
569382,一汽丰田,卡罗拉,2019款 1.2T S-CVT GL-i精英版,丰田卡罗拉首保后变速箱顿挫异响加剧,"B33,B19,",2021-02-01,信息审核
569379,一汽-大众,宝来,2019款 改款 280TSI DSG 精英型 国VI,一汽大众宝来涡轮增压有油污 发动机缺机油,"A12,A189,",2021-02-01,用户评分
569378,东风风行,菱智M5EV,2020款 舒适型 7座,东风风行菱智M5EV多次熄火4S店找不到原因,"A14,J301,",2021-02-01,处理反馈
569376,猎豹汽车,Mattu,2020款 1.6T DCT 尊贵型,猎豹Mattu发动机故障 变速箱无动力输出,"A34,B246,H134,",2021-02-01,信息审核
569374,北京现代,伊兰特,2021款 240TGDi TOP 旗舰版,北京现代伊兰特交款之后厂家不发车,"L312,",2021-02-01,用户评分
